species,lon,lat,source
Drymophila ferruginea,-44.7416,-23.1784,gbif
Picumnus temminckii,-54.439,-25.7045,gbif
Carpornis cucullata,-49.6189,-28.6324,gbif
Picumnus temminckii,-46.3932,-23.5935,gbif
Touit melanonotus,-44.7651,-23.2148,gbif
Phylloscartes paulista,-47.4532,-24.0291,gbif
Drymophila genei,-45.2637,-22.5778,gbif
Ilicura militaris,-45.0642,-23.3979,gbif
Cranioleuca pallida,-44.6149,-22.4319,gbif
Campephilus robustus,-45.4162,-22.466,gbif
Hemitriccus obsoletus,-50.0438,-29.202,gbif
Drymophila rubricollis,-45.3755,-22.4785,gbif
Neopelma chrysolophum,-45.8899,-22.8275,gbif
Ramphodon naevius,-47.918,-24.7911,gbif
Phacellodomus erythrophthalmus,-47.5612,-24.0037,gbif
Platyrinchus leucoryphus,-44.6091,-22.436,gbif
Heliobletus contaminatus,-48.4175,-24.2645,gbif
Saltator fuliginosus,-47.4508,-24.0769,gbif
Schiffornis virescens,-50.6023,-29.5735,gbif
Cranioleuca pallida,-46.6537,-23.0424,gbif
Ilicura militaris,-43.8675,-20.0071,gbif
Neopelma chrysolophum,-44.7965,-22.353,gbif
Ramphodon naevius,-43.8887,-22.8991,gbif
Mionectes rufiventris,-53.2596,-26.358,gbif
Ramphodon naevius,-45.0636,-23.3988,gbif
Picumnus temminckii,-47.4029,-24.0435,gbif
Neopelma chrysolophum,-45.3419,-23.4309,gbif
Scytalopus speluncae,-44.735,-22.3626,gbif
Odontophorus capueira,-46.2905,-23.7725,gbif
Picumnus temminckii,-49.4404,-28.9834,gbif
Cranioleuca pallida,-44.1641,-21.1091,gbif
Saltator maxillosus,-49.8373,-28.0116,gbif
Haplospiza unicolor,-43.1898,-22.4861,gbif
Odontophorus capueira,-54.8624,-27.0501,gbif
Pteroglossus bailloni,-44.6154,-22.4317,gbif
Cranioleuca pallida,-40.6027,-19.9243,gbif
Ramphodon naevius,-47.5637,-24.0069,gbif
Tinamus solitarius,-47.4003,-24.0474,gbif
Piculus aurulentus,-42.482,-22.3815,gbif
Carpornis cucullata,-47.508,-23.9882,gbif
Anabacerthia amaurotis,-43.2376,-22.4771,gbif
Picumnus temminckii,-48.5226,-27.6672,gbif
Hemitriccus orbitatus,-46.3287,-23.9618,gbif
Lipaugus lanioides,-47.4353,-24.0698,gbif
Sclerurus scansor,-44.9727,-23.1836,gbif
Rhopias gularis,-42.7554,-22.4137,gbif
Anabazenops fuscus,-42.4846,-22.0571,gbif
Drymophila ferruginea,-43.9888,-22.7021,gbif
Touit melanonotus,-47.0231,-24.3647,gbif
Pteroglossus bailloni,-41.1234,-20.0763,gbif
Lipaugus lanioides,-42.2214,-20.091,gbif
Mionectes rufiventris,-43.2318,-22.3337,gbif
Hemitriccus obsoletus,-44.7602,-22.377,gbif
Phyllomyias virescens,-42.5297,-22.3583,gbif
Phyllomyias virescens,-42.4776,-20.7203,gbif
Piculus aurulentus,-46.2958,-23.7757,gbif
Phylloscartes sylviolus,-47.4639,-24.0816,gbif
Ramphodon naevius,-48.298,-25.1636,gbif
Drymophila ferruginea,-40.5866,-19.923,gbif
Neopelma chrysolophum,-42.9225,-22.441,gbif
Rhopias gularis,-47.3513,-24.0298,gbif
Schiffornis virescens,-45.4779,-22.7035,gbif
Rhopias gularis,-44.7161,-23.2195,gbif
Pyrrhura griseipectus,-38.9537,-4.25241,gbif
Carpornis cucullata,-42.7103,-22.4865,gbif
Cotinga maculata,-40.0682,-19.1505,gbif
Anabacerthia lichtensteini,-45.4802,-22.6916,gbif
Campephilus robustus,-54.4531,-25.6808,gbif
Arremon semitorquatus,-43.5692,-21.9189,gbif
Schiffornis virescens,-44.7629,-22.3757,gbif
Anabacerthia lichtensteini,-43.0721,-22.4694,gbif
Amazona rhodocorytha,-38.4279,-12.4397,gbif
Drymophila ferruginea,-49.2547,-27.1203,gbif
Campephilus robustus,-45.4802,-22.6916,gbif
Drymophila ferruginea,-48.2737,-24.3088,gbif
Cranioleuca pallida,-40.5261,-15.7903,gbif
Hemitriccus orbitatus,-41.2309,-20.7457,gbif
Anabazenops fuscus,-44.589,-22.4576,gbif
Anabacerthia lichtensteini,-54.4761,-25.7318,gbif
Terenura maculata,-44.6147,-22.4322,gbif
Picumnus temminckii,-54.1962,-25.8644,gbif
Buteogallus lacernulatus,-45.9276,-23.7521,gbif
Drymophila ferruginea,-40.1161,-14.412,gbif
Piculus aurulentus,-42.5904,-22.332,gbif
Anabazenops fuscus,-43.6349,-20.6174,gbif
Picumnus temminckii,-47.8782,-22.6043,gbif
Mionectes rufiventris,-44.5075,-22.2616,gbif
Sclerurus scansor,-44.8969,-21.412,gbif
Scytalopus pachecoi,-53.9841,-25.8538,gbif
Drymophila ochropyga,-43.4884,-20.0973,gbif
Haplospiza unicolor,-50.5006,-29.4644,gbif
Terenura maculata,-54.6264,-25.9916,gbif
Drymophila ochropyga,-47.3293,-24.0209,gbif
Odontophorus capueira,-47.4147,-24.0638,gbif
Saltator fuliginosus,-55.8,-26.43,gbif
Philydor atricapillus,-48.8552,-27.8209,gbif
Piculus aurulentus,-48.2736,-24.3088,gbif
Terenura maculata,-44.7116,-23.2118,gbif
Hemitriccus orbitatus,-47.5637,-24.0069,gbif
Cranioleuca pallida,-45.2793,-22.5208,gbif
Saltator fuliginosus,-40.5237,-15.7907,gbif
Phyllomyias virescens,-47.087,-23.7927,gbif
Notharchus swainsoni,-42.6421,-22.4445,gbif
Arremon semitorquatus,-44.5532,-23.0247,gbif
Terenura maculata,-48.4231,-24.2854,gbif
Phylloscartes oustaleti,-45.5272,-23.5565,gbif
Anabacerthia amaurotis,-44.6088,-22.4377,gbif
Lipaugus lanioides,-47.4124,-24.0645,gbif
Sclerurus scansor,-45.9671,-22.9132,gbif
Terenura maculata,-55.69,-25.74,gbif
Myrmotherula unicolor,-42.0053,-22.3097,gbif
Schiffornis virescens,-40.1416,-14.6612,gbif
Arremon semitorquatus,-44.5673,-22.9517,gbif
Eleoscytalopus psychopompus,-39.045,-14.2065,gbif
Hemitriccus orbitatus,-45.0644,-23.4002,gbif
Cranioleuca pallida,-46.7154,-23.7223,gbif
Anabazenops fuscus,-41.0981,-20.2426,gbif
Sclerurus scansor,-52.0697,-29.2911,gbif
Schiffornis virescens,-49.2609,-25.9436,gbif
Ilicura militaris,-44.2326,-20.9306,gbif
Picumnus temminckii,-46.4412,-23.8163,gbif
Myrmoderus loricatus,-39.5542,-15.3709,gbif
Scytalopus speluncae,-42.4125,-22.3361,gbif
Anabazenops fuscus,-49.2176,-27.0424,gbif
Philydor atricapillus,-42.9837,-22.4484,gbif
Mionectes rufiventris,-45.3358,-22.4706,gbif
Ilicura militaris,-44.6149,-22.4319,gbif
Drymophila ochropyga,-45.0131,-23.4037,gbif
Cranioleuca pallida,-45.5704,-22.7155,gbif
Saltator maxillosus,-51.2746,-28.5564,gbif
Campephilus robustus,-44.7563,-23.2258,gbif
Phylloscartes oustaleti,-48.5728,-24.4187,gbif
Mionectes rufiventris,-42.481,-22.0934,gbif
Drymophila ferruginea,-47.4525,-24.078,gbif
Picumnus temminckii,-45.6568,-22.8524,gbif
Ilicura militaris,-49.6707,-28.6485,gbif
Cranioleuca pallida,-45.777,-23.6134,gbif
Terenura sicki,-35.8561,-8.69402,gbif
Jacamaralcyon tridactyla,-42.8712,-19.6529,gbif
Amazona rhodocorytha,-40.6447,-19.9197,gbif
Campephilus robustus,-43.6632,-20.3109,gbif
Rhopias gularis,-44.6084,-22.4389,gbif
Cranioleuca pallida,-46.6622,-23.5969,gbif
Thlypopsis pyrrhocoma,-54.6646,-27.5281,gbif
Drymophila ferruginea,-49.0906,-26.4448,gbif
Terenura maculata,-39.0883,-14.3082,gbif
Scytalopus speluncae,-45.8768,-22.8727,gbif
Arremon semitorquatus,-48.8512,-25.4628,gbif
Philydor atricapillus,-42.7722,-22.4354,gbif
Piculus aurulentus,-43.0009,-22.4545,gbif
Tinamus solitarius,-40.0047,-19.2409,gbif
Drymophila genei,-44.6917,-22.3787,gbif
Anabacerthia lichtensteini,-54.5797,-25.5961,gbif
Saltator maxillosus,-50.5745,-29.4405,gbif
Piculus aurulentus,-52.9063,-28.4855,gbif
Amazona brasiliensis,-46.9367,-24.1783,gbif
Schiffornis virescens,-49.6242,-28.8215,gbif
Pseudastur polionotus,-42.5453,-19.3627,gbif
Lipaugus lanioides,-47.5623,-24.0047,gbif
Ramphodon naevius,-44.7349,-23.1183,gbif
Ramphodon naevius,-45.4481,-23.6061,gbif
Pteroglossus bailloni,-54.3938,-25.698,gbif
Saltator maxillosus,-45.1647,-23.3192,gbif
Drymophila rubricollis,-45.6258,-22.8058,gbif
Phylloscartes paulista,-47.98,-24.1756,gbif
Pseudastur polionotus,-47.4755,-24.0805,gbif
Anabacerthia amaurotis,-42.5164,-22.3579,gbif
Ilicura militaris,-45.2044,-23.477,gbif
Schiffornis virescens,-54.0987,-25.5011,gbif
Lipaugus lanioides,-48.4044,-24.6362,gbif
Arremon semitorquatus,-44.6154,-22.4317,gbif
Schiffornis virescens,-52.4686,-31.4503,gbif
Ramphodon naevius,-46.6695,-24.104,gbif
Drymophila ferruginea,-44.5311,-22.4149,gbif
Scytalopus speluncae,-50.9762,-28.8382,gbif
Cichlocolaptes leucophrus,-49.1708,-26.2839,gbif
Cichlocolaptes leucophrus,-43.4138,-22.5933,gbif
Schiffornis virescens,-56.1167,-25.2,gbif
Terenura maculata,-47.5666,-24.0369,gbif
Mionectes rufiventris,-45.2826,-22.5238,gbif
Pteroglossus bailloni,-44.6031,-22.4662,gbif
Sclerurus scansor,-40.5266,-15.7908,gbif
Cranioleuca pallida,-49.308,-25.4263,gbif
Mionectes rufiventris,-45.1341,-23.4626,gbif
Rhopias gularis,-49.0975,-26.2328,gbif
Pteroglossus bailloni,-45.954,-22.9106,gbif
Saltator maxillosus,-44.7756,-22.2954,gbif
Anabacerthia lichtensteini,-40.5266,-15.7908,gbif
Schiffornis virescens,-54.1076,-26.9217,gbif
Pteroglossus bailloni,-42.5581,-22.3368,gbif
Merulaxis ater,-44.8282,-23.2033,gbif
Odontophorus capueira,-52.4102,-26.5731,gbif
Scytalopus speluncae,-44.6726,-22.3661,gbif
Saltator fuliginosus,-50.4545,-19.9208,gbif
Carpornis cucullata,-48.8383,-25.4772,gbif
Merulaxis ater,-44.6162,-22.4327,gbif
Piculus aurulentus,-45.6568,-22.8525,gbif
Cranioleuca pallida,-45.5239,-22.4109,gbif
Drymophila ferruginea,-43.5607,-21.1553,gbif
Myrmotherula unicolor,-46.7886,-24.1613,gbif
Schiffornis virescens,-44.1353,-21.0743,gbif
Piculus aurulentus,-45.2637,-22.5341,gbif
Philydor atricapillus,-44.1742,-23.1465,gbif
Ramphodon naevius,-42.7703,-22.4528,gbif
Ramphodon naevius,-45.1949,-23.4794,gbif
Drymophila rubricollis,-55.5958,-27.2823,gbif
Cranioleuca pallida,-42.9836,-22.3345,gbif
Myrmotherula unicolor,-48.5728,-24.4187,gbif
Anabacerthia lichtensteini,-54.5586,-25.9005,gbif
Phylloscartes beckeri,-40.0796,-14.4368,gbif
Neopelma chrysolophum,-45.3549,-22.5257,gbif
Cranioleuca pallida,-47.4532,-24.0293,gbif
Pyrrhura cruentata,-39.0832,-16.0559,gbif
Cranioleuca pallida,-45.2834,-22.5257,gbif
Mionectes rufiventris,-43.013,-22.4473,gbif
Philydor atricapillus,-48.7451,-27.7314,gbif
Cichlocolaptes leucophrus,-48.6175,-24.319,gbif
Ramphodon naevius,-44.7695,-23.2111,gbif
Myrmotherula urosticta,-39.054,-14.4265,gbif
Haplospiza unicolor,-41.0033,-20.4658,gbif
Schiffornis virescens,-51.0692,-29.5186,gbif
Mionectes rufiventris,-44.5855,-22.4662,gbif
Touit melanonotus,-40.5266,-15.7908,gbif
Touit surdus,-41.0133,-20.6726,gbif
Touit surdus,-40.06,-16.4144,gbif
Cranioleuca pallida,-46.6902,-23.6477,gbif
Piculus aurulentus,-52.2853,-29.1826,gbif
Saltator fuliginosus,-48.8737,-24.3391,gbif
Carpornis cucullata,-48.9822,-25.5053,gbif
Mionectes rufiventris,-46.1377,-23.864,gbif
Drymophila genei,-44.659,-22.3822,gbif
Rhopias gularis,-45.1802,-23.3356,gbif
Philydor atricapillus,-49.568600000000004,-28.7117,gbif
Carpornis cucullata,-48.4056,-24.2679,gbif
Anabacerthia lichtensteini,-44.7592,-22.3741,gbif
Thamnophilus ambiguus,-43.3902,-22.7712,gbif
Phyllomyias virescens,-51.9911,-26.7997,gbif
Drymophila rubricollis,-54.5418,-25.6209,gbif
Pteroglossus bailloni,-46.9115,-24.1404,gbif
Myrmoderus loricatus,-41.2779,-20.3484,gbif
Anabacerthia lichtensteini,-51.1748,-23.3659,gbif
Sclerurus scansor,-49.1969,-26.2975,gbif
Pteroglossus bailloni,-44.8097,-23.2083,gbif
Schiffornis virescens,-45.0211,-23.2337,gbif
Picumnus temminckii,-48.6506,-26.9183,gbif
Ilicura militaris,-43.8423,-20.1822,gbif
Ramphodon naevius,-43.2318,-22.3337,gbif
Anabacerthia amaurotis,-49.6204,-28.6396,gbif
Tinamus solitarius,-54.1795,-26.9867,gbif
Thamnophilus ambiguus,-42.4703,-19.5397,gbif
Drymophila rubricollis,-48.8758,-25.3634,gbif
Merulaxis ater,-44.8763,-23.3094,gbif
Carpornis cucullata,-47.5623,-24.0046,gbif
Schiffornis virescens,-48.0823,-24.2313,gbif
Neopelma chrysolophum,-43.6384,-19.9936,gbif
Campephilus robustus,-46.2486,-23.1439,gbif
Pteroglossus bailloni,-55.7,-24.51,gbif
Saltator fuliginosus,-44.6592,-23.3302,gbif
Philydor atricapillus,-45.1222,-23.3575,gbif
Cichlocolaptes leucophrus,-44.7161,-23.2195,gbif
Thamnophilus ambiguus,-43.8381,-22.9182,gbif
Campephilus robustus,-44.9701,-21.8722,gbif
Pteroglossus bailloni,-49.1705,-26.9968,gbif
Drymophila ferruginea,-48.7082,-25.3153,gbif
Picumnus temminckii,-49.097,-26.2212,gbif
Drymophila ochropyga,-47.4329,-24.0638,gbif
Terenura maculata,-45.2791,-23.5644,gbif
Picumnus temminckii,-54.1234,-26.9208,gbif
Hemitriccus obsoletus,-50.61,-29.4439,gbif
Merulaxis ater,-48.294,-24.154,gbif
Schiffornis virescens,-49.0125,-25.3867,gbif
Hemitriccus orbitatus,-48.6436,-27.1302,gbif
Piculus aurulentus,-49.6306,-28.6542,gbif
Phylloscartes oustaleti,-47.4346,-24.0689,gbif
Terenura sicki,-35.8221,-8.71289,gbif
Schiffornis virescens,-55.3789,-24.665,gbif
Picumnus temminckii,-47.3163,-23.6297,gbif
Sclerurus scansor,-42.772,-22.4532,gbif
Piculus aurulentus,-42.5503,-22.3132,gbif
Drymophila rubricollis,-44.6081,-22.4408,gbif
Campephilus robustus,-54.4479,-25.6811,gbif
Picumnus temminckii,-47.3241,-24.0193,gbif
Arremon semitorquatus,-47.5059,-23.959,gbif
Schiffornis virescens,-40.5602,-19.9442,gbif
Scytalopus speluncae,-43.0016,-22.4513,gbif
Piculus aurulentus,-42.9225,-22.441,gbif
Haplospiza unicolor,-43.2772,-22.9593,gbif
Cranioleuca pallida,-41.0331,-20.0704,gbif
Arremon semitorquatus,-48.1246,-24.7098,gbif
Mionectes rufiventris,-43.5417,-21.1575,gbif
Mionectes rufiventris,-41.2643,-20.3502,gbif
Thamnophilus ambiguus,-42.7708,-22.4511,gbif
Phyllomyias virescens,-48.4374,-24.2725,gbif
Pyrrhura griseipectus,-38.9304,-4.23901,gbif
Cranioleuca pallida,-47.5608,-24.005,gbif
Campephilus robustus,-46.1929,-23.2211,gbif
Lipaugus lanioides,-44.94,-23.3313,gbif
Drymophila rubricollis,-54.5889,-25.658,gbif
Terenura maculata,-43.0023,-22.4948,gbif
Heliobletus contaminatus,-51.2746,-28.5564,gbif
Piprites pileata,-45.2799,-22.5521,gbif
Amazona brasiliensis,-46.833,-24.167,gbif
Schiffornis virescens,-44.2611,-20.8665,gbif
Mionectes rufiventris,-44.5046,-22.3119,gbif
Cranioleuca pallida,-46.8745,-23.3653,gbif
Heliobletus contaminatus,-44.6664,-22.0121,gbif
Amazona rhodocorytha,-41.3473,-20.6515,gbif
Terenura maculata,-42.5533,-22.3775,gbif
Leptodon forbesi,-34.9571,-6.9916,gbif
Rhopias gularis,-42.9225,-22.441,gbif
Piculus aurulentus,-42.471,-22.2771,gbif
Myrmoderus loricatus,-43.013,-22.4473,gbif
Neopelma chrysolophum,-44.7554,-22.3734,gbif
Ilicura militaris,-44.593,-22.6643,gbif
Mionectes rufiventris,-49.1705,-26.9968,gbif
Glaucis dohrnii,-39.1733,-16.3873,gbif
Phylloscartes oustaleti,-39.5644,-15.392,gbif
Cranioleuca pallida,-46.0276,-22.8617,gbif
Neopelma aurifrons,-40.5593,-19.948,gbif
Touit melanonotus,-45.0642,-23.3974,gbif
Cranioleuca pallida,-44.5052,-22.3112,gbif
Carpornis cucullata,-45.1802,-23.3356,gbif
Arremon semitorquatus,-46.9524,-24.2532,gbif
Ramphodon naevius,-47.3508,-24.0298,gbif
Ilicura militaris,-47.2961,-24.0105,gbif
Drymophila ferruginea,-46.9305,-24.1628,gbif
Drymophila rubricollis,-54.1071,-26.9216,gbif
Picumnus temminckii,-49.3439,-26.4022,gbif
Terenura maculata,-47.3084,-24.0092,gbif
Rhopias gularis,-43.0115,-22.5101,gbif
Phacellodomus erythrophthalmus,-44.7577,-23.2245,gbif
Terenura maculata,-45.4229,-23.619,gbif
Mionectes rufiventris,-48.9994,-26.3762,gbif
Lipaugus lanioides,-47.405,-24.0516,gbif
Mionectes rufiventris,-45.2472,-22.5671,gbif
Hemitriccus orbitatus,-47.3402,-24.0325,gbif
Anabazenops fuscus,-44.6078,-22.4379,gbif
Phyllomyias virescens,-51.9586,-26.502,gbif
Mionectes rufiventris,-43.7622,-22.3478,gbif
Picumnus temminckii,-49.2461,-26.3766,gbif
Schiffornis virescens,-46.6328,-23.6201,gbif
Odontophorus capueira,-49.0752,-26.9217,gbif
Scytalopus pachecoi,-53.9786,-27.0787,gbif
Arremon semitorquatus,-42.9805,-22.3342,gbif
Drymophila ochropyga,-46.1509,-23.5245,gbif
Hemitriccus obsoletus,-45.604,-22.7196,gbif
Hemitriccus orbitatus,-44.6151,-22.432,gbif
Rhopias gularis,-47.4988,-23.989,gbif
Ramphodon naevius,-45.3595,-23.8288,gbif
Phylloscartes paulista,-44.5518,-22.974,gbif
Phacellodomus erythrophthalmus,-42.5658,-22.3593,gbif
Ramphodon naevius,-44.7185,-23.3136,gbif
Pteroglossus bailloni,-49.157,-27.1061,gbif
Phyllomyias virescens,-52.2181,-31.2399,gbif
Thamnophilus ambiguus,-39.0691,-14.3212,gbif
Cranioleuca pallida,-45.3755,-22.4785,gbif
Arremon semitorquatus,-47.562,-24.0033,gbif
Cranioleuca pallida,-46.9114,-23.2487,gbif
Carpornis cucullata,-48.4107,-24.2258,gbif
Phylloscartes oustaleti,-46.7208,-23.9457,gbif
Anabazenops fuscus,-43.185,-19.9672,gbif
Cichlocolaptes leucophrus,-45.3588,-23.8377,gbif
Phylloscartes paulista,-47.4411,-24.0964,gbif
Saltator maxillosus,-49.1425,-25.6246,gbif
Philydor atricapillus,-45.8212,-23.5732,gbif
Cranioleuca pallida,-40.0653,-16.4347,gbif
Campephilus robustus,-46.9392,-24.1988,gbif
Hemitriccus orbitatus,-48.7847,-25.4436,gbif
Anabazenops fuscus,-43.7622,-22.3478,gbif
Hemitriccus orbitatus,-41.229,-20.7419,gbif
Philydor atricapillus,-49.5141,-28.6156,gbif
Thamnophilus ambiguus,-40.651,-17.5883,gbif
Pseudastur polionotus,-39.1742,-14.2532,gbif
Phyllomyias virescens,-51.607,-26.5369,gbif
Cranioleuca pallida,-44.6009,-22.4448,gbif
Scytalopus speluncae,-49.859,-27.9323,gbif
Anabacerthia lichtensteini,-41.9222,-21.877,gbif
Drymophila genei,-44.8371,-23.1731,gbif
Drymophila ferruginea,-47.4928,-23.9965,gbif
Pteroglossus bailloni,-44.6182,-22.427,gbif
Ramphodon naevius,-45.0906,-23.4305,gbif
Saltator fuliginosus,-45.0588,-23.3994,gbif
Schiffornis virescens,-45.4023,-22.4269,gbif
Myrmoderus loricatus,-43.6722,-20.0466,gbif
Rhopias gularis,-45.0644,-23.3945,gbif
Mionectes rufiventris,-45.4779,-22.7035,gbif
Ilicura militaris,-42.677,-19.4083,gbif
Odontophorus capueira,-45.9583,-22.8982,gbif
Mionectes rufiventris,-42.795,-22.426,gbif
Campephilus robustus,-42.5848,-22.3424,gbif
Scytalopus speluncae,-44.7493,-22.3732,gbif
Phacellodomus erythrophthalmus,-45.2999,-23.5618,gbif
Thlypopsis pyrrhocoma,-45.4265,-22.6499,gbif
Tinamus solitarius,-42.8156,-22.4213,gbif
Anabazenops fuscus,-45.0642,-23.3974,gbif
Ilicura militaris,-44.9259,-23.2269,gbif
Sclerurus scansor,-49.0753,-26.9296,gbif
Notharchus swainsoni,-56.2953,-23.8139,gbif
Myrmoderus loricatus,-43.9721,-19.9345,gbif
Pteroglossus bailloni,-54.4604,-25.6302,gbif
Haplospiza unicolor,-49.357,-26.6451,gbif
Picumnus temminckii,-54.4485,-25.6695,gbif
Ramphodon naevius,-47.3439,-24.0314,gbif
Buteogallus lacernulatus,-46.9568,-23.849,gbif
Mionectes rufiventris,-48.4125,-24.2666,gbif
Lipaugus lanioides,-48.4214,-24.2784,gbif
Philydor atricapillus,-47.4094,-24.0743,gbif
Terenura maculata,-47.3412,-24.017,gbif
Piculus aurulentus,-50.3562,-27.7913,gbif
Cranioleuca pallida,-46.6115,-21.7786,gbif
Schiffornis virescens,-47.3293,-24.021,gbif
Ramphodon naevius,-43.4187,-22.5891,gbif
Schiffornis virescens,-44.7963,-22.3533,gbif
Ramphodon naevius,-44.523,-23.032,gbif
Myrmotherula unicolor,-47.9737,-24.1432,gbif
Drymophila ferruginea,-40.5537,-19.8065,gbif
Ilicura militaris,-48.8122,-27.7683,gbif
Mionectes rufiventris,-43.0179,-22.3694,gbif
Cichlocolaptes leucophrus,-48.7534,-26.0457,gbif
Scytalopus speluncae,-49.6913,-28.6623,gbif
Eleoscytalopus psychopompus,-39.1808,-14.2595,gbif
Thamnophilus ambiguus,-39.1739,-16.3894,gbif
Odontophorus capueira,-48.9557,-25.5856,gbif
Terenura maculata,-42.605,-22.4129,gbif
Cranioleuca pallida,-42.568,-22.339,gbif
Drymophila ferruginea,-45.1718,-23.471,gbif
Picumnus temminckii,-54.4386,-25.6843,gbif
Phylloscartes sylviolus,-54.1627,-26.8983,gbif
Hemitriccus obsoletus,-45.0233,-23.2389,gbif
Drymophila ferruginea,-48.4214,-24.2784,gbif
Piculus aurulentus,-49.3105,-26.5841,gbif
Xipholena atropurpurea,-40.0831,-13.8579,gbif
Amazona rhodocorytha,-40.1269,-19.1917,gbif
Mionectes rufiventris,-46.3558,-23.1988,gbif
Phaethornis idaliae,-40.0047,-19.2409,gbif
Saltator fuliginosus,-54.1072,-25.9866,gbif
Phacellodomus erythrophthalmus,-44.5733,-22.4939,gbif
Thlypopsis pyrrhocoma,-45.4023,-22.4269,gbif
Philydor atricapillus,-47.4088,-24.0716,gbif
Drymophila ferruginea,-47.3921,-24.0464,gbif
Carpornis cucullata,-48.7158,-24.5448,gbif
Carpornis cucullata,-41.0093,-20.49,gbif
Pseudastur polionotus,-45.3408,-23.8476,gbif
Heliobletus contaminatus,-44.6202,-22.421,gbif
Cichlocolaptes leucophrus,-48.7013,-25.8617,gbif
Campephilus robustus,-49.0127,-25.5411,gbif
Cichlocolaptes leucophrus,-48.8837,-25.3599,gbif
Philydor atricapillus,-48.8887,-26.3617,gbif
Ramphodon naevius,-45.3057,-23.5572,gbif
Ramphodon naevius,-45.0683,-23.4196,gbif
Terenura maculata,-47.4491,-24.0757,gbif
Odontophorus capueira,-54.2025,-26.9518,gbif
Anabacerthia amaurotis,-40.0644,-19.1508,gbif
Schiffornis virescens,-54.4505,-25.6791,gbif
Haplospiza unicolor,-47.9995,-24.065,gbif
Thamnophilus ambiguus,-39.054,-14.4266,gbif
Terenura maculata,-43.4376,-22.9697,gbif
Anabacerthia lichtensteini,-54.5377,-25.643,gbif
Cranioleuca pallida,-45.746,-22.9463,gbif
Schiffornis virescens,-55.6869,-24.4846,gbif
Schiffornis virescens,-47.4605,-24.0788,gbif
Ilicura militaris,-40.0682,-19.1505,gbif
Mionectes rufiventris,-49.109,-28.5354,gbif
Carpornis cucullata,-48.267,-24.254,gbif
Picumnus temminckii,-48.8872,-25.4206,gbif
Carpornis cucullata,-48.945,-25.3028,gbif
Drymophila ferruginea,-48.5947,-25.67,gbif
Phylloscartes paulista,-47.4687,-24.0792,gbif
Arremon semitorquatus,-48.4158,-24.257,gbif
Hemitriccus obsoletus,-45.1647,-23.3194,gbif
Cranioleuca pallida,-42.7942,-19.4412,gbif
Drymophila ferruginea,-48.688,-25.9702,gbif
Schiffornis virescens,-45.3839,-23.8296,gbif
Myrmotherula unicolor,-49.1705,-26.9968,gbif
Drymophila ferruginea,-48.4162,-24.2671,gbif
Dysithamnus xanthopterus,-42.5849,-22.3448,gbif
Phyllomyias virescens,-54.4386,-25.6842,gbif
Picumnus temminckii,-48.6404,-26.0824,gbif
Schiffornis virescens,-53.9782,-25.8754,gbif
Piprites pileata,-45.1339,-22.5002,gbif
Phacellodomus erythrophthalmus,-46.6903,-23.3449,gbif
Phylloscartes oustaleti,-48.2719,-24.3088,gbif
Saltator maxillosus,-45.6557,-22.6847,gbif
Drymophila ferruginea,-45.3187,-21.9413,gbif
Haplospiza unicolor,-44.184,-22.8969,gbif
Sclerurus scansor,-54.2273,-26.9112,gbif
Ramphodon naevius,-44.7883,-23.2214,gbif
Pteroglossus bailloni,-42.5289,-22.2753,gbif
Drymophila ferruginea,-48.613,-24.6061,gbif
Scytalopus pachecoi,-54.1809,-26.9702,gbif
Anabazenops fuscus,-43.0012,-22.4518,gbif
Myrmotherula unicolor,-47.3371,-24.0305,gbif
Terenura maculata,-54.5556,-25.6028,gbif
Phyllomyias virescens,-46.3558,-23.1988,gbif
Tinamus solitarius,-47.4029,-24.0435,gbif
Jacamaralcyon tridactyla,-42.6736,-22.0449,gbif
Thamnophilus ambiguus,-42.4236,-19.3158,gbif
Buteogallus lacernulatus,-46.5649,-24.0165,gbif
Phylloscartes difficilis,-44.8389,-23.1705,gbif
Piculus aurulentus,-46.623,-23.4213,gbif
Schiffornis virescens,-49.2676,-26.4684,gbif
Ilicura militaris,-41.1033,-20.4122,gbif
Arremon semitorquatus,-41.1533,-20.2422,gbif
Neopelma chrysolophum,-43.4935,-20.0559,gbif
Haplospiza unicolor,-45.642,-22.6797,gbif
Jacamaralcyon tridactyla,-42.6766,-22.049,gbif
Mionectes rufiventris,-49.1378,-26.7763,gbif
Anabacerthia lichtensteini,-47.1957,-23.8446,gbif
Odontophorus capueira,-49.0906,-27.0722,gbif
Merulaxis ater,-45.1639,-23.3197,gbif
Schiffornis virescens,-48.41,-24.2701,gbif
Schiffornis virescens,-48.7013,-25.8617,gbif
Arremon semitorquatus,-41.0051,-20.4662,gbif
Philydor atricapillus,-47.4851,-23.9995,gbif
Mionectes rufiventris,-48.9943,-25.4923,gbif
Rhopias gularis,-45.9584,-22.8979,gbif
Arremon semitorquatus,-42.9689,-22.4007,gbif
Terenura maculata,-45.3616,-23.798,gbif
Phyllomyias virescens,-46.9372,-24.1724,gbif
Drymophila ferruginea,-45.0987,-23.4314,gbif
Myrmoderus loricatus,-40.522,-15.7881,gbif
Odontophorus capueira,-47.4531,-24.0292,gbif
Tinamus solitarius,-49.3048,-26.325,gbif
Myrmoderus loricatus,-40.083,-14.5,gbif
